Step,Value
85240,1.0
85310,1.0
85429,1.0
85530,1.0
85616,1.0
85718,1.0
85822,1.0
85917,1.0
86026,1.0
86116,1.0
86220,1.0
86301,1.0
86416,1.0
86502,1.0
86612,1.0
86694,1.0
86799,1.0
86915,1.0
87020,1.0
87101,1.0
87184,1.0
87267,1.0
87342,1.0
87458,1.0
87553,1.0
87636,1.0
87706,1.0
87812,1.0
87909,1.0
88024,1.0
88121,1.0
88221,1.0
88320,1.0
88420,1.0
88500,1.0
88562,1.0
88676,1.0
88739,1.0
88835,1.0
88915,1.0
89011,1.0
89115,1.0
89179,1.0
89275,1.0
89353,1.0
89461,1.0
89552,1.0
89640,1.0
89754,1.0
89853,1.0
89950,1.0
90036,1.0
90108,1.0
90198,1.0
90276,1.0
90342,1.0
90448,1.0
90539,1.0
90641,1.0
90717,1.0
90809,1.0
90893,1.0
90963,1.0
91066,1.0
91146,1.0
91240,1.0
91357,1.0
91424,1.0
91524,1.0
91594,1.0
91687,1.0
91756,1.0
91844,1.0
91943,1.0
92041,1.0
92124,1.0
92218,1.0
92324,1.0
92432,1.0
92538,1.0
92610,1.0
92695,1.0
92803,1.0
92923,1.0
93002,1.0
93061,1.0
93159,1.0
93266,1.0
93342,1.0
93416,1.0
93502,1.0
93591,1.0
93685,1.0
93789,1.0
93863,1.0
93938,1.0
94038,1.0
94132,1.0
94192,1.0
94317,1.0
94402,1.0
94514,1.0
94625,1.0
94711,1.0
94811,1.0
94930,1.0
95003,1.0
95129,1.0
95274,1.0
95392,1.0
95490,1.0
95600,1.0
95683,1.0
95798,1.0
95903,1.0
95991,1.0
96071,1.0
96153,1.0
96241,1.0
96339,1.0
96449,1.0
96548,1.0
96637,1.0
96728,1.0
96792,1.0
96883,1.0
96976,1.0
97060,1.0
97168,1.0
97268,1.0
97376,1.0
97454,1.0
97503,1.0
97579,1.0
97696,1.0
97772,1.0
97870,1.0
97980,1.0
98067,1.0
98156,1.0
98257,1.0
98361,1.0
98457,1.0
98522,1.0
98612,1.0
98675,1.0
98763,1.0
98863,1.0
98947,1.0
99023,1.0
99120,1.0
99177,1.0
99274,1.0
99370,1.0
99473,1.0
99549,1.0
99614,1.0
99688,1.0
99810,1.0
99891,1.0
99974,1.0
